Frames,Distance
1:2,1.4230163704752938
2:3,0.5791564460272517
3:4,0.7896747564026577
4:5,0.9904703494170903
5:6,0.8220340873946277
6:7,2.8484924581058193
7:8,0.16057151364053684
8:9,0.07301602094458423
9:10,0.6690466288949642
10:11,0.6637109562254911
11:12,0.1597799439297586
12:13,0.3730255040942753
13:14,2.009320646818253
14:15,0.22592203742339423
15:16,15.508700403871122
16:17,0.8785374780384096
17:18,0.7408229342574402
18:19,1.0101040697459363
19:20,1.4396584490045115
20:21,1.0714575066537164
21:22,0.7446195220355941
22:23,2.4705607929244224
23:24,15.123127422514854
24:25,9.375356221894352
25:26,0.7586472501817751
26:27,0.15607658836504992
27:28,0.953864006159377
28:29,1.0035154035463307
29:30,0.9705231061180668
30:31,1.3097078833728069
31:32,1.4688298382517544
32:33,6.124966197173746
33:34,0.9578472867197975
34:35,3.1498127110222893
35:36,4.81267188511468
36:37,0.8629614169584358
37:38,4.615368803688225
38:39,1.3031770449682314
39:40,0.6515885224841157
40:41,0.32579426124205785
41:42,0.16289713062102892
42:43,0.16289713062102892
43:44,2.906326302757596
44:45,0.5747535983660064
45:46,1.1860333326262098
46:47,1.8353157672966869
47:48,0.6938363738085632
48:49,2.9369398817391996
49:50,2.981941560753648
50:51,1.2950312089469043
51:52,2.9227309463781594
52:53,0.16340549150657652
53:54,0.8909776360987689
54:55,2.7018991728634365
55:56,1.405783633958654
56:57,3.370521713478194
57:58,1.685260856739097
58:59,0.8426304283695485
59:60,0.42131521418477424
60:61,0.21065760709238712
61:62,0.21065760709238712
62:63,0.6989044603275401
63:64,1.1609260449776524
64:65,2.5456511943447384
65:66,1.237211899206196
66:67,1.1019031682914944
67:68,1.5466373027977407
68:69,0.7135782250583855
69:70,1.354265039690495
70:71,0.6812431828623652
71:72,0.3555082912251131
72:73,0.1436355429613652
73:74,1.1993143719384967
74:75,2.2904609653480614
75:76,0.5623778054841891
76:77,1.635844090902966
77:78,1.3440857321620077
78:79,0.4526057268744275
79:80,0.6051670724572409
80:81,0.39533617893222023
81:82,1.9657552156884026
82:83,3.876566277290568
83:84,3.221930528516567
84:85,0.9464324772618746
85:86,0.7925222465751971
86:87,1.2529644095351247
87:88,1.603684581182401
88:89,1.075729813385795
89:90,1.0365026634771477
90:91,0.5158957870775931
91:92,0.5944319962141174
92:93,2.161248319497925
93:94,0.9534873030746915
94:95,3.8012646791149085
95:96,2.393356027456053
96:97,0.7345150759447264
97:98,1.02788522043581
98:99,2.3240629296201734
99:100,0.21675621759801003
100:101,1.3536866497661886
101:102,0.29045343981742267
102:103,0.8705373492417685
103:104,1.2795688202698723
104:105,2.2302908275798017
105:106,1.126027597083867
106:107,4.137011949096908
107:108,0.525327105209912
108:109,6.927024866950291
109:110,6.345464384056795
110:111,1.7739701624478543
111:112,2.959694703337542
112:113,1.6433423388047843
113:114,0.5022338138516572
114:115,0.19175576392901963
115:116,1.697787794126579
116:117,7.055145816051595
117:118,2.8260308778283996
118:119,3.8135650483158128
119:120,0.44091490837420705
120:121,0.32611347899242754
121:122,0.41370770035418125
122:123,0.8150028093631861
123:124,0.5070316491764655
124:125,5.760774032135671
125:126,3.6329681250350303
126:127,2.7161055660350817
127:128,0.45007216306246123
128:129,3.052936272250729
129:130,3.676769844006361
130:131,3.586414344021483
131:132,0.39523908204042896
132:133,3.349245773605274
133:134,2.8958311085390847
134:135,6.988396816886652
135:136,1.0323791175762669
136:137,3.1075519014043813
137:138,4.642991241608289
138:139,5.67707770724448
139:140,2.349116024512588
140:141,4.477375935668627
141:142,1.0706981240303253
142:143,1.4453559868946062
143:144,1.5797501039056168
144:145,1.6481689409078184
145:146,0.7394399187157618
146:147,3.100886698163034
147:148,5.7144074197042505
148:149,1.3562344026829185
149:150,0.8627930313568006
150:151,1.5638829546125594
151:152,1.2369293138952788
152:153,0.21275364117162424
153:154,0.5240025281911113
154:155,1.9446906341524106
155:156,2.602153129841119
156:157,0.6110554300587324
157:158,3.8661412703492397
158:159,4.126898475444006
159:160,1.6209553367198233
160:161,0.49116252737409577
161:162,0.495862634066087
162:163,8.259875519236918
163:164,0.9348668886732943
164:165,1.6828423993197068
165:166,1.5204558300064117
166:167,0.557859067056694
167:168,0.8985158576433093
168:169,0.8977450257377376
169:170,2.806451142364973
170:171,0.7274544333834086
171:172,1.0167254446661362
172:173,2.1833876928851135
173:174,1.8517035927135874
174:175,0.705934102859794
175:176,0.10523784602875838
176:177,0.933028358300531
177:178,0.9903986646901102
178:179,0.7313521605039796
179:180,0.4308069128989853
180:181,2.1872723665326674
181:182,0.46438279783492076
182:183,4.465484686609864
183:184,0.7924851884836521
184:185,6.344649562336159
185:186,1.0223556772244968
186:187,1.2748912670541144
187:188,0.9806262118775457
188:189,2.147121553764716
189:190,0.5533530360687111
190:191,0.7846257645592501
191:192,0.6718472078932167
192:193,0.36240198038474114
193:194,3.5262936162457543
194:195,0.5691356472253919
195:196,1.8103771781534144
196:197,1.2524607979423985
197:198,0.2273165250032261
198:199,3.14392625963409
199:200,2.054154104948364
200:201,0.8894101525416821
201:202,4.553300264019278
202:203,1.7141335014188113
203:204,1.1074888324342689
204:205,1.1793700768704916
205:206,0.9601366909609632
206:207,1.0774313679620542
207:208,2.2258572825202103
208:209,1.3831580378238444
209:210,1.0409352673448586
210:211,1.5719403081398617
211:212,2.05472437528375
212:213,0.9481181850342446
213:214,0.8938692841923892
214:215,0.588132700712602
215:216,1.6137211008927579
216:217,1.5015023284202778
217:218,2.6140525731606803
218:219,0.8046725246276675
219:220,1.0865398509973123
220:221,3.4781316272697307
221:222,0.6807743076270791
222:223,1.8549220211368362
223:224,0.9936624546380155
224:225,2.4309052430165807
225:226,2.096460167009594
226:227,0.3612295302987058
227:228,0.9770025353861549
228:229,1.2350228234096483
229:230,1.0122328313077968
230:231,1.8879199405615368
231:232,0.5725383995394823
232:233,1.8198138073704495
233:234,2.0204292326332727
234:235,1.6914074691416772
235:236,2.628328651903417
236:237,4.461473247926452
237:238,1.0008288880483645
238:239,2.1525664422021356
239:240,1.2790423019837103
240:241,3.3830832800842128
241:242,2.0436908515229386
242:243,0.7625801242745591
243:244,0.6165625729647815
244:245,0.5324678156397071
245:246,0.3365631324888084
246:247,0.8400540576475407
247:248,0.32068796837857905
248:249,1.8810735447010396
249:250,1.961372380934012
250:251,3.601126156836495
251:252,1.6259515348719196
252:253,3.114096830454729
253:254,0.6067911319993783
254:255,1.233722602638835
255:256,0.6272611136362721
256:257,2.3749225511282965
257:258,0.6470520728330196
258:259,1.5691876584701656
259:260,1.959883209660654
260:261,0.8205562520331269
261:262,0.7953662211810784
262:263,1.3499561066605779
263:264,1.0136593276565267
264:265,1.0136593276565267
265:266,2.9531951200899935
266:267,2.9046537215981068
267:268,1.0745517908029827
268:269,0.9294459135252415
269:270,2.8703993953520905
270:271,0.25486148593368774
271:272,4.80266607852345
272:273,1.9892171328064576
273:274,3.1563259609271457
274:275,3.1563259609271457
275:276,3.493727370655461
276:277,2.118509428228915
277:278,1.7697330911311955
278:279,6.632001021862064
279:280,4.839524886228873
280:281,1.735711935500864
281:282,1.735711935500864
282:283,1.9848766033785945
283:284,1.268953104055427
284:285,2.8654308214774313
285:286,2.8654308214774313
286:287,1.149942243495307
287:288,1.7885998584894482
288:289,2.207648890554193
289:290,2.279610535451295
290:291,0.7940275670844307
291:292,0.39701378354221534
292:293,0.19850689177110767
293:294,0.19850689177110767
294:295,2.5886163016643966
295:296,0.4972991585193806
296:297,11.771316221451404
297:298,6.569216268287878
298:299,9.830803783652776
299:300,1.4116701947529584
300:301,1.2498223000556843
301:302,0.2469285932635168
302:303,2.837489913571505
303:304,1.0224095001872413
304:305,3.5840907602410983
305:306,1.4841093518944801
306:307,2.126648116726903
307:308,1.1879725241566625
308:309,1.4766561495668122
309:310,1.3455991096638398
310:311,1.5256092395530267
311:312,0.9547216111044198
312:313,0.6330149188491716
313:314,1.1159668945165577
314:315,1.5069025236493598
315:316,1.2197088431368535
316:317,1.0679486735585726
317:318,0.7832118098391033
318:319,0.3339703125391293
319:320,1.0048661225974647
320:321,1.3683740212580657
321:322,1.5548961423923768
322:323,1.6184208902237782
323:324,1.0544928336852486
324:325,2.218669201547032
325:326,0.20083122670452463
326:327,1.1142292254113253
327:328,2.412485322197692
328:329,0.45353889394343383
329:330,1.329279303315478
330:331,1.7168411714613312
331:332,1.4403806558442889
332:333,2.714626735994635
333:334,0.8743506033696823
334:335,1.697520197717374
335:336,3.065126998384734
336:337,3.235106783393185
337:338,1.8384660467136642
338:339,1.2398266734183347
339:340,0.5500639512530873
340:341,0.6671716161083401
341:342,2.0066860482353865
342:343,2.8423816158376956
343:344,2.233709452948989
344:345,2.6014306622827905
345:346,0.25144862335630486
346,2.5097183776464114
